///////////////////////////////////////



  1     -3.17037     23.37923     78.50813    -14.76202    -269338   28648649       -953       2140     47.7     92.5
  1     11.06880     23.37937     75.24960     43.79978     434394   26698621       1478       2006    774.5     94.4
  1     20.06163     23.37974     69.26557     62.79293     649096   23082339       2220       1755    791.7    759.5
  1     28.23563     23.38029     63.01666     73.15082     771443   19531191       2644       1504  -2128.8     23.8
  1     57.11505     23.38499     39.46035     93.30127     998136    6731314       3433        556  -1401.8    787.5
  1     69.84067     23.39000     29.05330     99.72900    1073773    1578993       3697        142  -1402.1     31.2
  1     82.58380     23.39246     18.82397    105.93814    1143014   -3210840       3938       -268     27.6    308.8
  1    -45.36689     23.35364     49.11905    -86.57604   -1087399   11892188      -3787        949   -644.2    445.0
  1     -3.39626      2.97907     58.28785     -6.46223    -158186   17125301       -562       1332  -2212.6   1048.0
  1      4.79042      2.97909     58.13246      9.08874      21760   17049481         60       1326    768.1     67.9
  1     33.10752     -0.98362     42.86062     48.16360     478554    8709190       1630        707  -1735.2   1826.8
  1    -11.86561     -1.30565     52.47309    -19.72271    -313960   14034511      -1104       1104  -1428.1    725.1
  1     12.16770     -1.30564     52.38815     20.19804     151571   13986718        507       1102     68.6     45.6
  1     21.91610     -1.30498     48.69034     34.42115     316368   11970813       1079        953    -31.0     74.5
  1     26.86532     -1.30447     46.20238     40.74936     391646   10489860       1340        842   -686.0   1052.9
  1     42.98951     -1.30153     36.12561     57.56064     584084    5258646       2007        438     63.5     78.2
  1     45.69113     -1.30076     34.22375     59.90716     610790    4306915       2100        362     14.3     39.4
  1     17.80796     -2.13478     49.69966     28.19721     246131   12465566        828        990  -1385.0   1135.5
  1     26.85909     -2.14466     45.49556     40.09718     387297   10195594       1316        821  -2452.8   1147.1
///////////////////////////////////////////  1     -0.76793     -8.96580     46.49474     -1.10190     -39942   10734428       -162        858 -18636.9   1834.6
  1     19.91470     -9.35280     42.23020     26.99438     285911    8972978        971        688 -18988.1   1795.9
  1     32.65895    -12.19827     33.92538     39.46940     426602    2008800       1472        357 -19364.8   1807.6
  1     35.60864    -12.19999     32.33266     42.33938     465422    3503920       1591        289 -19805.3   2197.5
  1     43.41621    -12.20474     27.71163     49.35793     547738    1375582       1877        104 -20490.0   2221.9
  1     43.90881    -12.20452     27.40291     49.77468     552914    1219965       1894         92     -5.1     19.0
  1     49.71877    -12.20767     23.62207     54.47094     606135   -1132094       2079        -63 -20470.5   2557.2
  1     51.58088    -12.20764     22.36267     55.89827     622585   -1905018       2136       -110 -20528.9   2259.2
  1     55.37273    -12.20633     19.73492     58.69894     655212   -3332938       2246       -215 -20487.4   2272.7
  1     57.77277    -12.20764     18.02957     60.40136     674828   -7112734       2317       -290 -20843.9   2908.9
  1     59.08509    -12.20796     17.08513     61.31165     686448   -4877551       2357       -324 -21221.1   2575.0
  1     60.66099    -12.20740     15.94084     62.38707     698262   -4700037       2399       -365 -21192.5   2153.2
  1     62.16557    -12.20646     14.83817     63.39622     707966   -5485465       2431       -410 -20496.2   2247.9
  1    -48.08793    -12.45461     24.52429    -53.00748    -641613   -1622304      -2248        -26 -17262.6   2179.0
  1    -45.96040    -12.46069     25.90370    -51.29043    -620795       -303      -2176         29 -17645.0   2194.0
  1    -43.52877    -12.46409     27.44191    -49.26622    -597944     974467      -2096         91 -17647.2   2152.2
  1    -40.37215    -12.46814     29.36828    -46.53058    -568025    2033649      -1992        176 -17265.7   1433.6
  1    -38.87745    -12.47023     30.25029    -45.19046    -550144    2472932      -1931        215 -17984.5   1098.8
  1    -36.52339    -12.47277     31.59800    -43.01985    -526483    3084751      -1849        265 -17620.1   1463.9
  1    -33.98215    -12.47551     32.99134    -40.59087    -495312    4413323      -1745        320 -18311.0   1543.1
  1    -31.93896    -12.47858     34.06127    -38.57100    -474157    4473688      -1668        363 -18018.6   1536.5
  1    -28.18232    -12.48303     35.90450    -34.70001    -430147    5844847      -1514        437 -18021.5   1537.7
  1    -23.86673    -12.48760     37.80337    -29.99826    -374857    6570068      -1323        514 -18349.5   1477.7
  1    -20.05966    -12.49175     39.26335    -25.62777    -326097    7246500      -1153        576 -17940.7   1183.8
  1    -16.59829    -12.49544     40.39977    -21.48284    -277186    7508653       -983        623 -18322.9   1075.5
  1    -13.42503    -12.49894     41.27003    -17.55254    -230725    9175865       -822        657 -18647.9   1178.7
